[5553],[28.726578,32.784271],[27.428076,32.098442,102091.562500,91103.914062],[0.927307,-0.203003,0.322632,-0.106870,0.679389,-0.229008,-171.149994,-282.900024,-29.849998,0.926819,-0.207703,0.321472,-0.320611,0.511450,-0.297710,-171.899994,-282.599976,-29.099998,0.924377,-0.206055,0.325806,-1.412214,-0.091603,-0.190840,-172.049988,-282.000000,-28.949999,0.927856,-0.205139,0.327942,-0.351145,0.519084,-0.206107,-171.000000,-281.700012,-29.699999,0.924988,-0.203430,0.326416,-0.183206,0.274809,-0.458015,-170.250000,-283.500000,-28.650002,],[2713,],[0,],[0.000000,0.000000,0.000000,23,59,45,0],[4.258740,107.216209],[12288,14680064],[-61]
[6595],[28.732681,32.754898],[27.445862,32.128517,102091.742188,91203.117188],[0.928955,-0.203491,0.326660,-0.274809,-0.022901,-0.442748,-170.250000,-280.200012,-28.949999,0.930115,-0.204224,0.328979,-0.129771,0.587786,-0.206107,-171.149994,-282.150024,-28.800001,0.928589,-0.212036,0.325073,-0.129771,0.938931,-0.114504,-170.700012,-283.200012,-28.199999,0.928955,-0.205139,0.325378,-0.282443,0.511450,-0.198473,-171.750000,-281.700012,-30.300001,0.929382,-0.212036,0.319641,-0.274809,0.519084,-0.175573,-170.100006,-280.650024,-29.550001,],[2713,],[0,],[0.000000,0.000000,0.000000,23,59,45,0],[4.261157,107.513153],[12288,14680064],[-62]
[7637],[28.737831,32.694244],[27.440781,32.139435,102088.101562,91302.554688],[0.916748,-0.175171,0.332153,-0.427481,-0.786260,-1.061069,-170.850006,-281.099976,-28.349998,0.924377,-0.206787,0.323792,-0.770992,0.053435,-0.610687,-172.500000,-282.750000,-28.949999,0.927917,-0.205017,0.323730,-0.435115,-0.045802,-0.488550,-172.200012,-282.599976,-29.099998,0.926758,-0.204163,0.325989,-0.435115,-0.061069,-0.541985,-171.299988,-282.750000,-29.250000,0.927979,-0.222290,0.317383,-0.717557,0.442748,-0.015267,-170.850006,-282.150024,-28.800001,],[2715,],[0,],[0.000000,0.000000,0.000000,23,59,48,0],[4.261157,107.513153],[12288,14680064],[-62]
[8682],[28.763580,32.627678],[27.445862,32.139900,102100.132812,90906.125000],[0.931824,-0.210205,0.327759,-0.541985,-0.465649,-0.656489,-170.850006,-283.349976,-29.099998,0.931641,-0.208313,0.323364,-0.839695,-1.167939,-0.748092,-171.299988,-282.750000,-29.250000,0.931274,-0.212402,0.322571,-0.870229,-1.015267,-0.465649,-171.149994,-282.599976,-28.050001,0.928528,-0.202209,0.326172,-0.290076,-0.450382,-0.541985,-170.850006,-282.150024,-29.099998,0.926880,-0.203979,0.328003,-0.687023,-0.732824,-0.748092,-171.750000,-282.450012,-30.300001,],[2716,],[0,],[0.000000,0.000000,0.000000,23,59,49,0],[4.268408,108.403908],[12288,14680064],[-62]
[9727],[28.773117,32.566738],[27.450943,32.117607,102086.992188,91203.117188],[0.928955,-0.209351,0.325867,-0.221374,1.641221,0.122137,-172.049988,-282.450012,-28.650002,0.927856,-0.204041,0.324890,-0.305344,0.572519,-0.297710,-171.600006,-283.650024,-28.800001,0.925354,-0.202454,0.326477,0.221374,2.129771,0.045802,-171.899994,-282.150024,-29.550001,0.927002,-0.207581,0.322571,-0.129771,1.061069,-0.122137,-172.200012,-282.900024,-30.599998,0.928894,-0.204224,0.325806,0.091603,1.625954,0.000000,-171.750000,-282.450012,-28.949999,],[2718,],[0,],[0.000000,0.000000,0.000000,23,59,50,0],[4.265991,108.107025],[12288,14680064],[-62]
[11865],[-44.530678,13.673496],[27.458563,32.072788,102093.867188,91004.914062],[0.926819,0.001953,1.142761,-0.511450,0.137405,-0.297710,-171.149994,-283.349976,-29.550001,0.934509,-0.242126,0.309631,-1.053435,-0.381679,0.450382,-171.299988,-283.500000,-29.250000,0.924927,-0.214294,0.321167,-0.221374,-0.068702,-0.389313,-171.750000,-283.200012,-28.650002,0.928772,-0.195862,0.326355,-1.068702,-0.694656,-0.908397,-171.750000,-282.450012,-28.949999,0.925293,-0.203308,0.323975,-1.122137,-0.809160,-0.816794,-172.200012,-283.650024,-28.349998,],[2723,],[0,],[0.000000,0.000000,0.000000,23,59,52,0],[4.273242,108.997787],[12288,14680064],[-62]
[13950],[28.753662,32.335186],[27.448400,32.009296,102089.367188,91402.195312],[0.934265,-0.220642,0.318542,-1.007634,-0.839695,-0.458015,-171.000000,-282.750000,-27.900002,0.930054,-0.208557,0.321716,-1.068702,-0.992366,-0.809160,-171.000000,-282.000000,-29.699999,0.923340,-0.200134,0.323853,-0.206107,-0.175573,-0.717557,-172.500000,-281.700012,-30.750000,0.929138,-0.211304,0.321716,-0.450382,-0.320611,-0.412214,-171.149994,-280.650024,-29.550001,0.922119,-0.196289,0.328552,-0.274809,0.045802,-0.839695,-172.950012,-282.599976,-29.099998,],[2728,],[0,],[0.000000,0.000000,0.000000,23,59,54,0],[4.265991,108.107025],[12288,14680064],[-62]
[14994],[28.751373,32.286644],[27.461105,31.964977,102091.500000,91502.054688],[0.923279,-0.194092,0.331726,0.633588,1.488550,-0.297710,-172.200012,-282.150024,-29.550001,0.917297,-0.191833,0.338318,0.641221,1.572519,-0.534351,-171.299988,-282.750000,-29.699999,0.926270,-0.204163,0.323853,-0.862595,0.343511,-0.427481,-170.850006,-282.900024,-29.849998,0.930359,-0.214539,0.323303,-0.229008,0.923664,-0.068702,-171.750000,-282.450012,-29.699999,0.923340,-0.205566,0.324463,-0.267176,0.396947,-0.389313,-171.750000,-281.700012,-28.199999,],[2728,],[0,],[0.000000,0.000000,0.000000,23,59,55,0],[4.258740,107.216209],[12288,14680064],[-62]
[16038],[28.779411,32.236004],[27.461105,31.919512,102097.093750,92308.875000],[0.924988,-0.205933,0.327942,-0.679389,-0.580153,-0.595420,-171.299988,-281.700012,-28.650002,0.932861,-0.221313,0.321777,-0.801527,-0.389313,-0.282443,-170.850006,-282.900024,-29.099998,0.926208,-0.203308,0.322449,-0.412214,-0.465649,-0.473282,-171.299988,-283.500000,-28.949999,0.927551,-0.204041,0.321045,-0.938931,-0.259542,-0.519084,-171.750000,-283.200012,-28.949999,0.928772,-0.216858,0.317627,-1.534351,-1.274809,-0.778626,-170.700012,-283.200012,-28.650002,],[2729,],[0,],[0.000000,0.000000,0.000000,23,59,56,0],[4.265991,108.107025],[12288,14680064],[-61]
[18127],[-44.530678,32.032871],[27.463644,31.834526,102094.718750,91602.148438],[0.925964,-0.208191,0.330872,-0.236641,0.007634,-0.442748,-171.600006,-283.349976,-28.800001,0.941833,-0.248596,0.307556,-2.328244,-0.816794,0.572519,-171.899994,-283.349976,-29.849998,0.931946,-0.215942,0.325623,-0.946565,-1.366412,-0.564885,-171.899994,-283.349976,-29.099998,0.927551,-0.214783,0.327881,-0.595420,-0.748092,-0.488550,-172.950012,-282.150024,-30.599998,0.928467,-0.207520,0.323303,-0.610687,-0.549618,-0.641221,-171.149994,-283.349976,-29.849998,],[2731,],[0,],[0.000000,0.000000,0.000000,23,59,58,0],[4.256323,106.919273],[12288,14680064],[-59]
